Question ID,Contributor aka Name,In Progress / Finished,Avg Result,Question,Class, Answer
1635,SRW,X,7,How do neural networks function? What types of problems are the good for solving?,SYS411,"Basic unit is a perceptron. Takes input and applies a function to it to determine if it will ""fire"" or not (produces output). Many of these can be linked together to form a network. To make a useful neural net&#44; feedback is crucial. This means that the network changes if perceptrons fired incorrectly. Over time&#44; the network will become better at doing its job."
1151,,,7,What are the three fundamental control structures that may be combined to solve any problem for which an algorithm can be described?,COS120,
1314,,,7,Name some synonyms for the two parts of a rule and describe the function of these two parts.,SYS352,
1593,,,7,What is meant by the terms:,COS382,
,,,,memory leak,,
,,,,garbage collection,,
1207,,,7,What is event-based programming in a windows environment? How does it relate to procedural coding?,COS240,
1695,,,7,Explain the concept of event handlers. When are they executed?,N/A,
1210,,,7,What is the exact operation count and big-oh complexity for:,COS265,
,,,,for i = 1 to n,,
,,,,for j = 1 to n-1,,
,,,,do_some_work O(1),,
1715,,,7,Hash table - purpose?,N/A,
1750,,,7,What is the thevenin equivalent to the given circuit?,N/A,
,,,,What is the load line?,,
422,,,7,What are some common types of wireless transmission media? Give a use for each one.,COS331,
439,,,7,What is the purpose of multiplexing? [follow on] Identify different methods of multiplexingand describe one.,COS331,
232,,,7,In Visual Basic&#44; what are controls and how are they used? Give some examples.,COS240,
855,,,7,Explain the concept and importance of virtual memory.,N/A,
336,,,7,How is Java executed?,COS264,
285,,,7,If you were to represent items in an online shopping cart&#44; which would you use&#44;and why?,COS250,
876,,,7,What is a hash table?,N/A,
889,,,7,What factors affect communications range in an RF link as calculated by Friis formula?,N/A,
903,,,7,What are critically damped&#44; under damped&#44; and over damped.,N/A,
,,,,,,
909,,,7,Describe the design process you used for your project and describe why it is important to follow a design process.,N/A,
910,,,7,Name some types of registers in a processor and what they are used for,N/A,
913,,,7,State several different types of transistors and compare and contrast them.,N/A,
930,,,7,Discuss polygonal and NURBS models.,N/A,
937,,,7,What is an exception? How are they handled in Java/C ?,N/A,
143,,,7,What are the diagrams created during processing modeling in Systems Analysis?,SYS390,
949,,,7,Compare and contast differnt types of serial communication.,N/A,
,,,,,,
538,,,7,What are some issues involved in shading an object?,COS350,
576,,,7,What are some ways in which digitized images can be enhanced to make features of interestmore visible?,COS351,
1025,,,7,What is a greedy algorithm? Give an example.,N/A,
433,,,7,Describe two types of flow and error control.,COS331,
1053,,,7,What is strong AI? Weak AI?,N/A,
975,,,7,Describe a method for measuring the performance of a portion of an application.,COS284,
1058,,,7,How does a stack overflow exploit work?,N/A,
1060,,,7,Explain how a neural network works.,N/A,
1072,,,7,How does flash differ from Maya?,N/A,
1073,,,7,How would you decide when to queue and when to use a stack in some problem?,N/A,
299,,,7,What is the pigeonhole principle?,COS252,
1077,,,7,How do you compute the complexity of a recursive algorithm?,N/A,
1081,,,7,What is database normalization? Why might a database be normalized? When might it be better not to normalize?,N/A,
14,,,7,What does a systems analyst do?,SYS200,
1093,,,7,How do you compute complexity for recursive functions?,N/A,
1097,,,7,main componenets of ERD,N/A,
1183,,,7,What are the two main functions of a (static) linker?,COS284,
1221,AK,X,7,What is a recurrence relation?,COS265,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms.  The term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
1278,,,7,Shown is a picture of snow forming on a chain length fence. Describe why the ice crystals are forming on the fence.,ENP352,
1274,,,7,What are the differences between single-mode and multi-mode fiber-optic cables?,ENP321,
1352,,,7,What's a system? ,N/A,
,,,,What are its basic components? ,,
,,,,Give an example.,,
1368,,,7,What are the gulfs of evaluation and execution?,N/A,
1412,,,7,A new battery technology has just been developed&#44; how would you determine the voltage - current relationship for this battery technology,N/A,
1414,,,7,Describe how SAR A/D works,N/A,
1423,,,7,Why are GPUs becoming a viable architecture for general purpose computation?,COS381,
1457,,,7,How would you define the word privacy? What issues should we take into consideration in our society in terms of data gathering and dissemination?,N/A,
1490,,,7,What is a vertex shader in the context of video graphics card programming?,N/A,
1164,,,7,"What are some common ""code smells"" that indicate poor software design and suggest refactoring?",COS340,
1534,,,7,from ENP341: In data conversion&#44; explain the difference between accuracy and precision. calculate the precision of an 8 bit 5V ADC.,N/A,
1535,,,7,from ENP331: explain the concept of impedance.,N/A,
1541,,,7,Suppose a system G with input x and output y has a transfer function (gain) that varies from 1 to 2. How would you use negative feedback to produce a more accurate gain of 1.5?,N/A,
1558,,,7,What is a regular expression? Where might one be useful?,N/A,
1570,,,7,What is the philosophy behind RISC architectures&#44; and why is it thought to be better than classic CISC?,N/A,
1582,,,7,overall score,N/A,
1618,,,7,Why should presentation and content be separated?,N/A,
1237,,,6.96,What is the foundation of fuzzy logic when contrasted with classical set theory?,SYS352,
253,,,6.92,What is a pointer?,COS250,
1287,,,6.89,What is a communication protocol? Conceptually&#44; what two aspects of communication does a protocol specify?,COS331,
421,,,6.83,Compare twisted pair&#44; coaxial cable and fiber optics. Give pros and cons of each.,COS331,
541,,,6.83,There are three transformations that are common in changing objects in a 3-D model:scaling&#44; translating and rotating. What do each of these do?[follow on] Pick one and tell how it is accomplished.,COS350,
249,,,6.82,Tell us about recursive functions. Definition. Structure. Use. Motivation. Caveats.,COS250,
1181,,,6.79,How does twos complement representation work?,COS284,
428,,,6.75,How does packet switching improve on circuit switching?,COS331,
1372,,,6.71,What does this transformation accomplish? Why is the matrix 4x4?,COS350,
1190,,,6.7,In a traditional Gantt project schedule&#44; what is the critical path?,COS340,
1113,,,6.69,What does it mean for an algorithm to be O(lg N)?,COS121,
1206,,,6.68,Explain what an Abstract Data Type (ADT) is.,COS121,
1659,,,6.67,What is meant by partially ordered data?,N/A,
1697,,,6.67,In data communications&#44; how does circuit swithing differ from packet switching?,N/A,
902,,,6.67,Construct a minimal circuit for x'y zw y'z' wx.,N/A,
940,,,6.67,process - context switch,N/A,
981,,,6.67,What were some data communication issues that you considered in developing the web site for your project?,N/A,
698,,,6.67,What does Prim's algorithm do? How does it work?,MAT215,
993,,,6.67,Why do you separate content from presentation?,N/A,
22,,,6.67,What is an ERD?,SYS200,
109,,,6.67,What are some reasons that business process reengineering is needed?,SYS390,
1071,,,6.67,How does ActionScript compare with Javascript?,N/A,
1074,AK,X,6.67,What are characteristics of a functional language? Name one functional language.,COS 382,In computer science&#44; functional programming is a programming paradigm that treats computation as the evaluation of mathematical functions and avoids state and mutable data. It emphasizes the application of functions&#44; in contrast to the imperative programming style&#44; which emphasizes changes in state.[1] Functional programming has its roots in lambda calculus&#44; a formal system developed in the 1930s to investigate function definition&#44; function application&#44; and recursion. Many functional programming languages can be viewed as elaborations on the lambda calculus.[1] Javascript is an example of a functional language. prominent functional programming languages such as Common Lisp&#44; Scheme&#44;[2][3][4][5] ISLISP&#44; JavaScript&#44; Clojure&#44; Racket&#44;[6] Erlang&#44;[7][8][9] OCaml&#44;[10][11] Haskell&#44;[12][13] Scala[14] and F#[15][16] 
1082,,,6.67,How does PHP keep track of session variables?,N/A,
1085,,,6.67,What are regular expressions? How are they useful?,N/A,
52,,,6.67,Computer security refers to protecting assets from unauthorized access&#44; use&#44; alteration&#44;or destruction. This task has been split into 3 categories: secrecy&#44; integrity&#44; andnecessity. What do these refer to?,SYS310,
974,,,6.67,What is an interrupt? How is an interrupt handled?,COS284,
1107,,,6.67,"What is meant by ""the web is stateless?""",,
1320,,,6.67,What does it mean for an algorithm to be O(n^2)? What happens as the data set size increases?,N/A,
1156,,,6.67,What does the x86 stack look like immediately before and during a call to f(1&#44; 2&#44; 3)?,COS284,
1491,AK,X,6.67,What is a recurrence relation?,COS265,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms.  The term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
1511,,,6.67,What is computational complexity? How do you calculate the computational complexity of an algorithm?,N/A,
1439,,,6.67,Name a logic language and state characteristics of logic languages.,COS382,
1525,,,6.67,What does a code profiller do and why might you use one?,N/A,
1601,,,6.67,What is M-Commerce? What about M-commerce makes it a hot market?,N/A,
1116,AK,X,6.64,What is the DOM?,COS264,Document Object Model - cross language platform that for interacting with HTML&#44; XHTML&#44; XML
1347,,,6.5,Give an example of how scripting is useful in animation.,COS425,
1381,,,6.5,What are the advantages and disadvantages of NURBS (cv based) models as compared to polygonal models?,COS350,
814,,,6.5,What is a regular expression?,N/A,
815,,,6.5,shading algorithms - Gourard&#44; Phong,N/A,
820,,,6.5,What is well-formed XML?,N/A,
858,,,6.5,What does it mean to normalize a database?,N/A,
332,,,6.5,How are different data types identified when creating variables in Perl?,COS264,
319,,,6.5,State the contrapositive of the following: P ? Q,COS252,
504,,,6.5,What is a write-ahead log (WAL)? What is it used for?,COS341,
620,,,6.5,One level in creating a memory hierarchy is caches. Three types are direct mapped&#44;fully associative and set associative. What are the advantages and disadvantages ofeach?,COS381,
914,,,6.5,What are some problems with dynamic memory allocation?,N/A,
397,,,6.5,What is the minimal complexity for a general purpose sort?,COS320,
423,,,6.5,How does the cell phone system work?,COS331,
122,,,6.5,What is the system development life cycle?,SYS390,
1031,,,6.5,Name and explain three different tree traversals.,N/A,
1201,,,6.5,Give an example of an algorithm that follows the divide and conquer approach.,N/A,
1260,,,6.5,What are advantages of Bezier/NURBS models as compared to polygonal models?,N/A,
1299,,,6.5,example of design process and why it is important,N/A,
1127,,,6.5,What is packet-switching&#44; and why is packet switching relevant to the Internet?,COS331,
1436,,,6.5,How do modern architectures handle control hazards?,COS381,
1448,,,6.5,Why are GPUs good for image processing applications?,N/A,
425,,,6.4,Identify and describe the layers of the TCP/IP protocol.,COS331,
1208,,,6.36,Compare and contrast Perl and PHP.,COS264,
1648,,,6.33,How does AJAX work?,N/A,
1675,,,6.33,What does it mean when we say that an algorithm is O(n^2)?,N/A,
1704,,,6.33,What is a recurrence relation and how is it useful in calculating complexity?,N/A,
895,,,6.33,Give an example of a design process and state why it is important to follow a formal design process.,N/A,
934,,,6.33,Describe hash tables,N/A,
956,,,6.33,How does twos complement representation work?,COS284,
1022,,,6.33,Using a Venn diagram&#44; illustrate set union&#44; intersection&#44; and difference.,N/A,
1050,,,6.33,What is the role of a FSM in the implementation of a CPU?,N/A,
1056,,,6.33,Pick your favorite metric and tell us why you like it so much.,N/A,
56,,,6.33,What is Encryption? [follow on] What are some strategies for doing it?,SYS310,
176,,,6.33,What are some reasons that projects fail?,SYS394,
1091,,,6.33,For rule based systems&#44; what is the difference between forward chaining and backward chaining?,N/A,
1104,,,6.33,Uses of flash?,N/A,
1328,,,6.33,In project management&#44; what is the significance of a critical path?,N/A,
1386,,,6.33,What are common characteristics of successful e-commerce corporations?,N/A,
1453,,,6.33,In an information system&#44; give some pros and cons in choosing a three-tier architecture over a (two-tier) client-server architecture.,N/A,
1497,,,6.33,What is the role of Containers and Layout Managers in GUI implementation?,N/A,
1557,AK,X,6.33,What are utilitarian ethics?,COS311,"Utilitarianism is a theory in normative ethics holding that the proper course of action is the one that maximizes overall ""happiness"". It is now generally taken to be a form of consequentialism&#44; although when Anscome first introduced that term it was to distinguish between ‘old-fashioned Utilitarianism’ and consequentialism.[1] According to utilitarianism the moral worth of an action is determined only by its resulting outcome although there is debate over how much consideration should be given to actual consequences&#44; foreseen consequences and intended consequences."
1545,,,6.2,What does the fork() system call do?,COS284,
344,,,6.14,What is XML? How does it relate to HTML?,COS264,
1209,,,6.13,What is the basic idea of a greedy algorithm. Give an example.,COS265,
1324,,,6.12,What is Continuous Integration (CI)? What benefits does it provide?,COS340,
242,,,6.11,What are some methods commonly included in C++ classes?,COS250,
1646,,,6,What is an ADT?,N/A,
1688,,,6,What are advantages of NURBS models and polygonal models?,N/A,
1740,,,6,CV - how to do edge detection,N/A,
1743,,,6,tell about balance binary tree,N/A,
1758,,,6,How would you configure the hardware on an MCU so as to implement a simple analog data acquisition system that sends data to a PC via a UART?,N/A,
813,,,6,careful definition of ADT,N/A,
817,,,6,keyframe animation,N/A,
829,,,6,congestion control mechanisms in network,N/A,
845,,,6,What does it mean to normalize a database?,N/A,
95,,,6,Contrast procedural and declarative knowledge.,SYS352,
857,,,6,Greedy algorithm,N/A,
873,,,6,What is dynamic memory allocation? Give an example in your choice of language.,N/A,
54,,,6,What are some approaches to authenticating clients and servers?,SYS310,
877,,,6,Discuss transmission&#44; reflection&#44; and refraction of an Electromagnetic Wave when it encounters dissimilar interfaces.,N/A,
885,,,6,What is Djikstra's algorithm?,N/A,
900,,,6,What is a greedy algorithm? Example.,N/A,
922,,,6,Give three advantages of using active filters compared to passive filters?,N/A,
407,,,6,Name some algorithms that can find the minimum spanning tree in a weighted graph.[Follow on] Describe the X algorithm.,COS320,
952,,,6,Describe the electron band structure of conductors&#44; insulators and semiconductors.,N/A,
340,,,6,Why is Java such a powerful language?,COS264,
1001,,,6,Describe NURBS models? What are the advantages?,N/A,
1004,,,6,Similarities and differences - flash and javascript,N/A,
1046,,,6,3 modes of heat transfer,N/A,
568,,,6,Explain why images which are refreshed faster than 40 times/sec appear not to flickerin the human visual system?,COS351,
1061,,,6,What are some key processes in converting speech to text?,N/A,
1090,,,6,What algorithm design technique is used for Huffman code? Name another algorithm that is based on the same design technique?,N/A,
437,,,6,Describe asynchronous and synchronous transmission.,COS331,
1098,,,6,Bezier curves?,N/A,
1102,AK,X,6,What is utilitarianism?,COS311,"Utilitarianism is a theory in normative ethics holding that the proper course of action is the one that maximizes overall ""happiness"". It is now generally taken to be a form of consequentialism&#44; although when Anscome first introduced that term it was to distinguish between ‘old-fashioned Utilitarianism’ and consequentialism.[1] According to utilitarianism the moral worth of an action is determined only by its resulting outcome although there is debate over how much consideration should be given to actual consequences&#44; foreseen consequences and intended consequences."
1264,,,6,What is the network effect? What does that have to do with eBay?,N/A,
1316,,,6,How can a project manager identify those tasks that must be completed on time in order to deliver the overall project on time?,N/A,
1343,,,6,What are Aristoliean ethics?,N/A,
1388,,,6,What is AJAX?,N/A,
1397,,,6,What is Continuous Integration (CI)? How does CI impact the daily work of a developer?,N/A,
1409,,,6,show a negative feedback block diagram&#44; showing G and H,N/A,
1413,,,6,The transfer function of a filter is H(s)=10/(1 s/100).,N/A,
,,,,Plot the freq. response (Bode plot)&#44; mag and phase vs freq. (dB vs log(w)&#44; and phase vs log(w)).,,
1446,,,6,What does it mean to say a tree is balanced? Why is this important?,N/A,
1451,,,6,What is a divide and conquer algorithm? Give an example.,N/A,
1467,,,6,Explain the basic concept of edge detection.,N/A,
1486,,,6,What is a Java interface? How are they related to inheritance?,N/A,
1524,,,6,What is a Recursive Descent Parser? How does it relate to a grammar?,N/A,
1544,,,6,Explain the concept of impedance. Include examples of mechanical impedance in a spring&#44; mass&#44; dash-pot system.,N/A,
1176,,,6,What is the relationship of the Query By Example grid in Access to SQL?,COS240,
1567,,,6,How could radio-frequency packet/cell data communications deal with echos?,N/A,
1572,,,6,Explain the basic operation of a BJT transistor. Draw a simple BJT logic inverter and explain its operation.,N/A,
1576,,,6,"What does it mean for a database to be ""normalized""?",N/A,
1584,,,6,describe how a doubly linked list works,N/A,
1614,,,6,Explain backtracking - what and why,N/A,
1232,,,5.92,What is an addressing mode&#44; and give an example of several.,COS381,
1118,,,5.72,In Java&#44; what are the differences between a class&#44; an abstract class&#44; and an interface?,COS265,
,,,,Why are interfaces important?,,
1660,,,5.67,Describe proof by induction.,N/A,
1669,,,5.67,Discuss basic techniques for edge detection in an image.,N/A,
1702,,,5.67,What are the four models of computation? How do they differ?,N/A,
1708,,,5.67,Pointers in Java?,N/A,
939,,,5.67,discuss seacrhing algorithms&#44; dats structures and complexity,N/A,
308,,,5.67,What is a Hamiltonian cycle in a graph?,COS252,
259,,,5.67,If you know that you will have a bunch of numbers&#44; and will have to add others aswell as delete one if it is present&#44; what type of data structure would you use andwhy?,COS250,
245,,,5.67,What are some features of a good ADT?,COS250,
266,,,5.67,What data structure is natural to hold a string of characters assuming you wishto reverse the string?,COS250,
1007,,,5.67,What are regular expressions?,N/A,
1236,,,5.67,Design a circuit to add three single bit numbers X1&#44; X2&#44; and X3.,MAT215,
1344,,,5.67,What are some data structures that a modeling framework (e.g.&#44; Extend) might provide?,N/A,
1465,,,5.67,What is the purpose of a parser?,N/A,
1212,,,5.65,Why do system calls exist?,COS284,
434,,,5.6,Some data communication systems experience congestion. What are some methods usedto control this problem?,COS331,
431,,,5.6,"What does the term ""frame relay"" refer to?",COS331,
1306,,,5.52,What is an interrupt? How is an interrupt handled?,COS284,
1435,,,5.5,What does the exec() system call do?,COS284,
1421,,,5.5,Explain the concept of a recursive descent parser.,COS382,
1744,,,5.5,How does ethernet work?,N/A,
1745,,,5.5,Describe the graphics class. What are rotation&#44; translation&#44; and scaling?,N/A,
268,,,5.5,What are the two basic components of every hash table data structure?,COS250,
264,,,5.5,Are stacks and queues implemented as linked lists or arrays?,COS250,
556,,,5.5,How can you form arbitrary shapes with Bezier control points?,COS350,
1051,,,5.5,Given the voltage wave form&#44; sketch the current through a resistor and capacitor in series.,N/A,
525,,,5.5,What are two types of reflection that must be accounted for in image creation?Compare them to one another.,COS350,
1094,,,5.5,What is the basic idea behind edge detectors?,N/A,
1282,,,5.5,circuit drawing,N/A,
1408,,,5.5,why did the capacity make the circuit work properly?,N/A,
1458,,,5.5,In design&#44; what does affordance mean? Give an example of a design with good affordance.,N/A,
1345,,,5.43,How is projection (to a view plane) done in a scanline/Z-buffer model?,COS350,
1427,,,5.4,How are KNN&#44; linear regression and decision trees machine learning techniques?,SYS411,
307,,,5.4,How can you find out whether a graph contains an Euler cycle?,COS252,
1125,,,5.33,What is the optimal complexity to find the convex hull of 2D point set?,COS320,
1676,,,5.33,example language that cannot be recognized by a FSM,N/A,
1683,,,5.33,What are some ways that Java is different than C ?,N/A,
942,,,5.33,Visual Basic - how does it compaer as a language to others?,N/A,
943,AK,X,5.33,recurrence relations,COS265,"In mathematics&#44; a recurrence relation is an equation that recursively defines a sequence&#44; once one or more initial terms are given: each further term of the sequence is defined as a function of the preceding terms.  The term difference equation sometimes (and for the purposes of this article) refers to a specific type of recurrence relation. However&#44; ""difference equation"" is frequently used to refer to any recurrence relation."
420,,,5.33,What are some common types of guided transmission media? Give a use for each one.,COS331,
1002,,,5.33,Compare and contrast OpenGL and DirectX,N/A,
1217,,,5.33,Basic idea of numerical integration,N/A,
1281,,,5.33,Give an example of an n-ary relation to represent patients admitted to a hospital. Include the patientâ€™s name&#44; social security number&#44; admit date&#44; and diagnosis.,MAT215,
1342,,,5.33,What is the role of cryptography in a security policy?,N/A,
1462,,,5.33,What is OpenGL? Where did it come from? Why is it important?,N/A,
1515,,,5.33,How is a heap different than a binary search tree?,N/A,
1143,,,5.33,Design a digital logic circuit from given input/output table,MAT215,
685,,,5.29,What are two data structures for representing a graph?,COS250,
1169,,,5.27,What is an OAV triplet and for what is it used? Give an example.,SYS352,
1323,,,5.27,What is a page table used for?,COS284,
1407,,,5.17,What is a Boolean algebra? Give an example.,MAT215,
1131,,,5,Draw and explain the vectors important to specular reflection. Why is each important?,COS350,
1488,,,5,What is the purpose of a profiler?,COS284,
1678,,,5,Give an overview of the TCP/IP protocol stack. Explain the purpose of the different and give some example protocols.,N/A,
1717,,,5,How does a greedy algorithm work?,N/A,
1752,,,5,Describe negative feedback. Demonstrate that with a basic block diagram.,N/A,
823,,,5,good choice of data structure to store information in order - dynamic,N/A,
478,,,5,What is the difference between coupling and cohesion when considering software design?Are they desirable or not&#44; and why?,COS340,
841,,,5,Discuss threads in Java,N/A,
842,,,5,Advantages and disadvantages of NURBS and polygonal models.,N/A,
517,,,5,What does relational algebra have to do with database management?,COS341,
871,,,5,What are frequency and bandwidth?,N/A,
555,,,5,What is a Bezier curve? How about a Bezier surface?,COS350,
898,,,5,What are DMA&#44; Interrupt-driven I/O&#44; and Programmed I/O?,N/A,
464,,,5,What are some examples of metrics used to assess how well a project team is doingin creating software?,COS340,
395,,,5,What is the basic idea of the quick sort algorithm.,COS320,
1049,,,5,Describe the principle of operation of a transformer&#44; and describe which of Maxwell's equations bare upon its operation.,N/A,
1047,,,5,Define damped&#44; overdamped and critically damped in the context of control systems.,N/A,
1069,,,5,What are keyframes?,N/A,
1145,,,5,Explain the role of information technology in business process reengineering.,SYS390,
1194,,,5,There are four primary advantages of group decision making. Which of the following is not one of those four:,IAS330,
,,,,,,
,,,,A. Better decisions,,
,,,,B. Groupthink,,
,,,,C. More alternatives,,
,,,,D. Morale,,
,,,,E. Acceptance,,
1277,,,5,Describe the difference between conductors&#44; insulators and semiconductors in terms of band structure and gap.,ENP352,
1387,,,5,How is vector graphics different than raster graphics?,N/A,
1492,,,5,What does it mean for an algorithm to be O(n lg n)? Give an example of an algorithm with that computational complexity.,N/A,
1506,,,5,Explain the concept of event handlers. Where are they important?,N/A,
1530,,,5,What are the differences between electric and magnetic fields?,ENP321,
1571,,,5,What makes a crystal structure electrically conductive or insulative? For example why is copper conductive and silicon not so conductive?,N/A,
1580,,,5,What is a divide and conquer algorithm? Example?,N/A,
1179,,,4.84,How is a heap different than a binary sort tree?,COS265,
1623,,,4.67,Explain UML including its purpose.,N/A,
1652,,,4.67,What is a graphics transform? What are some examples of transforms? How would you do a transform&#44; mathematically speaking?,N/A,
1658,,,4.67,What is a divide and conquer algorithm? Example.,N/A,
1756,,,4.67,Describe qualitatively and quantitatively (as much as possible) the given resistor/transistor circuit. Sweep the input voltage from 0 to 5V and show the output voltage on a graph.,N/A,
,,,,,,
,,,,Describe the large signal analysis of the transistor in the circuit.,,
,,,,,,
,,,,etc.,,
379,,,4.67,Your friend would like to know what an algorithm is. How would you explain it to her?,COS320,
1101,,,4.67,CSS,N/A,
1494,,,4.67,What is an object? How would you create an object in either C or Java?,N/A,
1499,,,4.67,What is a regular expression? How would you construct one to find SSNs?,N/A,
1526,,,4.67,How is AJAX used?,N/A,
1573,,,4.67,Fibonacci numbers as recursive function is really a bad example of recursion. Why?,N/A,
1664,,,4.5,WHAT IS A CFG?,N/A,
1748,,,4.5,Define what a LTI (linear time invariant) system is.,N/A,
840,,,4.5,Heap data structure,N/A,
610,,,4.5,Why is floating point representation of numbers not totally accurate?,COS381,
908,,,4.5,What is the ISA so important to a computer architect?,N/A,
1130,,,4.5,"In an OpenGL video card approach to image generation&#44; how are objects nearer the camera rendered to the image rather than objects ""behind"" them?",COS350,
1284,,,4.5,two types of serial communication. Compare/contrast them.,N/A,
1302,,,4.5,3 filters drawn&#44; what is difference in circuitry to produce them?,N/A,
1136,,,4.38,When is inverse kinematics useful? Why?,COS425,
1634,,,4.33,Describe the javascript programming language.,N/A,
549,,,4.33,How does Phong shading work and why is it better than Gouraud shading?,COS350,
1083,,,4.33,What are characteristics of object-oriented languages?,N/A,
1100,,,4.33,Discuss concept of variables in perl.,N/A,
1616,,,4.33,Describe the lisp programming language.,N/A,
1424,AK,X,4.25,Name characteristics of functional languages. Name a functional language.,COS382,In computer science&#44; functional programming is a programming paradigm that treats computation as the evaluation of mathematical functions and avoids state and mutable data. It emphasizes the application of functions&#44; in contrast to the imperative programming style&#44; which emphasizes changes in state.[1] Functional programming has its roots in lambda calculus&#44; a formal system developed in the 1930s to investigate function definition&#44; function application&#44; and recursion. Many functional programming languages can be viewed as elaborations on the lambda calculus.[1] Javascript is an example of a functional language. prominent functional programming languages such as Common Lisp&#44; Scheme&#44;[2][3][4][5] ISLISP&#44; JavaScript&#44; Clojure&#44; Racket&#44;[6] Erlang&#44;[7][8][9] OCaml&#44;[10][11] Haskell&#44;[12][13] Scala[14] and F#[15][16] 
1275,,,4.25,What is meant by the term â€œantenna gainâ€?,ENP321,
427,,,4.17,What is switching concerned with in data communications? [follow on] What are thethree major methods of switching?,COS331,
1268,,,4,List the layers in the TCP/IP model&#44; and give a brief explanation of each.,COS331,
848,AK,X,4,What are some characteristics of functional languages?,COS 382,In computer science&#44; functional programming is a programming paradigm that treats computation as the evaluation of mathematical functions and avoids state and mutable data. It emphasizes the application of functions&#44; in contrast to the imperative programming style&#44; which emphasizes changes in state.[1] Functional programming has its roots in lambda calculus&#44; a formal system developed in the 1930s to investigate function definition&#44; function application&#44; and recursion. Many functional programming languages can be viewed as elaborations on the lambda calculus.[1] Javascript is an example of a functional language. prominent functional programming languages such as Common Lisp&#44; Scheme&#44;[2][3][4][5] ISLISP&#44; JavaScript&#44; Clojure&#44; Racket&#44;[6] Erlang&#44;[7][8][9] OCaml&#44;[10][11] Haskell&#44;[12][13] Scala[14] and F#[15][16] 
872,,,4,Data Communications - how do systems on the same network (ethernet) share the medium?,N/A,
874,,,4,What is the JVM?,N/A,
896,,,4,To operate a MSP430 in ultra low power mode&#44; how should the device be configured?,N/A,
912,,,4,Draw a resistor connected in series with a capacitor and describe what this circuit does and how.,N/A,
915,,,4,How would you go about solving Ay'' By' Cy=0 and what are the possible solution types.,N/A,
385,,,4,In what cases would a linear search be preferred over a binary search?,COS320,
511,,,4,What is an alternate key?,COS341,
954,,,4,Describe how PWM works and key considerations in setting up PWM.,N/A,
1013,AK,X,4,Properties of functional languages. Example,COS 382,In computer science&#44; functional programming is a programming paradigm that treats computation as the evaluation of mathematical functions and avoids state and mutable data. It emphasizes the application of functions&#44; in contrast to the imperative programming style&#44; which emphasizes changes in state.[1] Functional programming has its roots in lambda calculus&#44; a formal system developed in the 1930s to investigate function definition&#44; function application&#44; and recursion. Many functional programming languages can be viewed as elaborations on the lambda calculus.[1] Javascript is an example of a functional language. prominent functional programming languages such as Common Lisp&#44; Scheme&#44;[2][3][4][5] ISLISP&#44; JavaScript&#44; Clojure&#44; Racket&#44;[6] Erlang&#44;[7][8][9] OCaml&#44;[10][11] Haskell&#44;[12][13] Scala[14] and F#[15][16] 
15,,,4,What is the difference between information and data?,SYS200,
1089,,,4,What is the difference between NURBS (parametric) and polygonal surfaces?,COS425,
1349,,,4,Explain the basic concept of edge detection?,N/A,
1444,,,4,"give an example of a greedy algorithm - what is meant by ""greedy""?",N/A,
1447,,,4,what are some example complexity classes?,N/A,
1489,,,4,What is Interface in Java?,N/A,
1505,,,4,Compare and contrast interfaces in Java with protocols in Objective C.,N/A,
1548,,,4,How would you test a battery to determine its equiv. thevenin ckt.,N/A,
1583,,,4,list three common serial protocols and describe one,N/A,
271,,,3.8,There are three ways to traverse a tree to find a node of interest. What are they?,COS250,
133,,,3.8,What is a data warehouse?,SYS390,
1650,,,3.67,Discuss this /. Article.,N/A,
1739,,,3.67,Divide and conquer algorithm - explain&#44; example,N/A,
18,,,3.67,What is a decision support system? [follow on] How does an expert system relate todecision support systems?,SYS200,
278,,,3.67,It is possible to implement a binary tree using an array&#44; but it is not an optionusually chosen. Why not?,COS250,
1020,,,3.67,Discuss computational complexity of various search algorithms?,N/A,
1070,,,3.67,How is data ordered in a binary search tree? Build a tree using the following insertion sequence: 5&#44; 3&#44; 9&#44; 7&#44; 1&#44; 8,N/A,
1126,,,3.6,Expand the acronym CSMA/CD&#44; and explain each part.,COS331,
239,,,3.6,What is the difference between a function and a procedure?[follow on] Give the syntax for the declaration of each in Visual Basic.,COS240,
346,,,3.6,What is a CGI?,COS264,
1686,,,3.5,What does it mean to say an algorithm is O(n^2)?,N/A,
1008,,,3.5,What if you wanted to print all the elements in the binary search tree - how would you do it? What is the complexity?,N/A,
1411,,,3.5,Draw a conceptual inverting logic gate using a single BJT transistor&#44; two resistors&#44; and a 5V supply. Label the input and output (vin & vout). Describe the salient characteristics of the transistor that effect its DC input to output characteristics.,N/A,
1651,,,3.33,In the world of DB's&#44; what are indices&#44; why are they used&#44; and is there any cost to their use?,N/A,
